player_name,team_id,home_team_id,team_name,matchday,match_name,match_date,home_team_score,away_team_score,start_frame,end_frame,start_x,start_y,end_x,end_y,outcome,long_ball,is_a_cross,free_kick,corner_kick,throw_in,aerial,switch_of_play,assist,second_assist
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,103475,103475,5.9,78.6,13.5,90.8,1,0,0,0,0,0,0,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,32500,32500,32.0,53.9,25.1,44.8,1,0,0,0,0,0,0,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,45575,45575,66.3,24.3,91.9,64.2,1,1,0,0,0,0,1,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,42450,42450,32.3,68.5,62.3,5.2,1,1,0,0,0,0,1,1,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,29175,29175,19.6,43.0,8.6,57.2,1,0,0,0,0,0,0,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,41500,41500,13.0,70.8,28.3,80.9,1,0,0,0,0,0,0,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,84525,84525,61.5,49.1,63.0,36.3,1,0,0,0,0,0,0,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,81600,81600,30.9,76.9,25.2,75.8,1,0,0,0,0,0,0,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,34375,34375,23.1,38.3,25.3,24.0,1,0,0,0,0,0,0,0,0,0
Aleix Garcia,384,467,Girona FC,Matchday 20,ALM - GIR,2024-01-14T00:00:00,0,0,39750,39750,29.3,39.7,44.2,6.5,1,0,0,0,0,0,0,0,0,0
Kirian Rodriguez,537,467,UD Las Palmas,Matchday 11,ALM - LPA,2023-10-28T00:00:00,1,2,115200,115200,63.4,34.2,41.0,63.4,1,0,0,0,0,0,0,0,0,0
Kirian Rodriguez,537,467,UD Las Palmas,Matchday 11,ALM - LPA,2023-10-28T00:00:00,1,2,76325,76325,69.6,60.6,63.6,20.9,1,0,0,0,0,0,0,0,0,0
